Id,Num_Victimas,Fecha,Año,Mes,Dia,Hora_Exacta,Hora,Lugar_del_hecho,Tipo_calle,Calle,Direccion,Comuna,pos x,pos y,Participantes,Victima,Acusado,Rol,Sexo,Edad,Rango_etario,Dia_nombre
2017-0104,1,2017-08-25,2017,8,25,9:00:00,9,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,9 DE JULIO AV.,9 DE JULIO AV. y ESTADOS UNIDOS,1,-58.38109568,-34.61853244,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,18.0,Menos de 20,Viernes
2017-0106,1,2017-08-31,2017,8,31,19:50:00,19,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,FRAY JUSTO SANTAMARIA DE ORO,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,14,-58.42533612,-34.58035258,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,85.0,Más de 80,Jueves
2017-0107,1,2017-01-09,2017,9,1,11:30:00,11,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y JARAMILLO,13,-58.46062311,-34.54395182,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,41.0,Entre 41 y 60,Lunes
2017-0108,2,2017-02-09,2017,9,2,4:53:08,4,AV. GRAL. PAZ Y MACHAIN,AVENIDA,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y MACHAIN",12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,17.0,Menos de 20,Jueves
2017-0108,2,2017-02-09,2017,9,2,4:53:08,4,AV. GRAL. PAZ Y MACHAIN,AVENIDA,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y MACHAIN",12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,10.0,Menos de 20,Jueves
2017-0109,1,2017-04-09,2017,9,4,21:00:00,21,AV. DIRECTORIO Y PORTELA,AVENIDA,DIRECTORIO AV.,DIRECTORIO AV. y PORTELA,7,-58.47130269,-34.63665402,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21.0,Entre 21 y 40,Domingo
2017-0110,1,2017-06-09,2017,9,6,14:15:00,14,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,LAVALLE,"LAVALLE y ALEM, LEANDRO N. AV.",1,-58.37048800,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,56.0,Entre 41 y 60,Viernes
2017-0111,1,2017-07-09,2017,9,7,18:23:37,18,USPALLATA Y PIROVANO,CALLE,USPALLATA,USPALLATA y PIROVANO,4,-58.42023854,-34.64234110,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,79.0,Entre 61 y 80,Domingo
2017-0112,2,2017-10-09,2017,9,10,9:32:17,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y VARELA AV.,7,-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,1.0,Menos de 20,Lunes
2017-0112,2,2017-10-09,2017,9,10,9:32:17,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y VARELA AV.,7,-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,,,Lunes
2017-0113,1,2017-11-09,2017,9,11,6:30:00,6,AV. SANTA FE Y MAIPU,AVENIDA,SANTA FE AV.,SANTA FE AV. y MAIPU,1,-58.37697717,-34.59573848,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,76.0,Entre 61 y 80,Jueves
2017-0114,1,2017-09-15,2017,9,15,2:30:00,2,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,ALVEAR AV.,ALVEAR AV. y DEL LIBERTADOR AV.,2,-58.39100580,-34.58498660,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,26.0,Entre 21 y 40,Viernes
2017-0115,1,2017-09-19,2017,9,19,18:52:33,18,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,PAVON AV.,PAVON AV. y TREINTA Y TRES ORIENTALES,5,-58.42182126,-34.63089661,MOTO-BICICLETA,MOTO,BICICLETA,CONDUCTOR,MASCULINO,34.0,Entre 21 y 40,Martes
2017-0116,1,2017-09-20,2017,9,20,22:24:00,22,COLECTORA AV. GRAL. PAZ 5750,AVENIDA,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 5750",12,-58.51389422,-34.58075791,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,22.0,Entre 21 y 40,Miercoles
2017-0118,1,2017-09-22,2017,9,22,7:02:09,7,VIEYTES Y CRUZ,AVENIDA,VIEYTES,"VIEYTES y CRUZ, OSVALDO AV.",4,-58.37585415,-34.65232158,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,26.0,Entre 21 y 40,Viernes
2017-0120,1,2017-02-10,2017,10,2,15:55:33,15,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,20.0,Entre 21 y 40,Viernes
2017-0123,1,2017-10-10,2017,10,10,1:05:38,1,ALBARIÑO Y AV. ARGENTINA,AVENIDA,ALBARI?O,ALBARIÃ‘O y ARGENTINA AV.,8,-58.46855503,-34.67216349,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,36.0,Entre 21 y 40,Martes
2017-0124,1,2017-12-10,2017,10,12,14:40:28,14,JUAN RAMIREZ DE VELAZCO 1211,CALLE,"RAMIREZ DE VELASCO, JUAN","RAMIREZ DE VELASCO, JUAN 1211",15,-58.44254033,-34.59185043,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,51.0,Entre 41 y 60,Domingo
2017-0125,1,2017-10-13,2017,10,13,6:12:20,6,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",8,-58.46622247,-34.67926929,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,29.0,Entre 21 y 40,Viernes
2017-0126,2,2017-10-14,2017,10,14,6:15:00,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,39.0,Entre 21 y 40,Sabado
2017-0126,2,2017-10-14,2017,10,14,6:15:00,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,36.0,Entre 21 y 40,Sabado
2017-0127,1,2017-10-16,2017,10,16,7:45:00,7,GALLO Y AV. CORDOBA,AVENIDA,GALLO,GALLO y CORDOBA AV.,2,-58.41192137,-34.59800248,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,24.0,Entre 21 y 40,Lunes
2017-0128,1,2017-10-17,2017,10,17,12:30:00,12,DR. JUAN F. ARANGUREN 611,CALLE,"ARANGUREN, JUAN F., DR.","ARANGUREN, JUAN F., DR. 611",6,-58.44034689,-34.61349731,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,60.0,Entre 61 y 80,Martes
2017-0129,1,2017-10-26,2017,10,26,19:15:15,19,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,9,-58.47155277,-34.64925746,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,57.0,Entre 41 y 60,Jueves
2017-0130,1,2017-10-27,2017,10,27,5:30:00,5,CHORROARIN Y AV. SAN MARTIN,AVENIDA,CHORROARIN,CHORROARIN y SAN MARTIN AV.,15,-58.47883099,-34.59967065,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,23.0,Entre 21 y 40,Viernes
2017-0132,1,2017-10-30,2017,10,30,14:00:00,14,COSQUIN Y AV. CNEL. ROCA,AVENIDA,COSQUIN,"COSQUIN y ROCA, CNEL. AV.",8,-58.46552171,-34.69374130,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,23.0,Entre 21 y 40,Lunes
2017-0134,1,2017-06-11,2017,11,6,18:00:00,18,AV. CNEL. ROCA 3555,AVENIDA,"ROCA, CNEL. AV.","ROCA, CNEL. AV. 3555",8,-58.44239720,-34.66777987,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,47.0,Entre 41 y 60,Domingo
2017-0135,1,2017-07-11,2017,11,7,12:14:10,12,AV. WARNES Y PUNTA ARENAS,AVENIDA,WARNES AV.,WARNES AV. y PUNTA ARENAS,15,-58.47032551,-34.59626814,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,24.0,Entre 21 y 40,Martes
2017-0136,1,2017-11-16,2017,11,16,8:43:00,8,DEL BARCO CENTENERA Y RABANAL,AVENIDA,BARCO CENTENERA DEL,"BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41827843,-34.65522746,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,55.0,Entre 41 y 60,Jueves
2017-0137,1,2017-11-17,2017,11,17,11:45:00,11,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,MOSCONI GENERAL AV.,MOSCONI GENERAL AV. y SAN NICOLAS,11,-58.51280715,-34.59279388,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,60.0,Entre 61 y 80,Viernes
2017-0138,1,2017-11-19,2017,11,19,10:30:00,10,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,LAFUENTE AV.,"LAFUENTE AV. y PERON, EVA AV.",7,-58.46258582,-34.64385704,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,25.0,Entre 21 y 40,Domingo
2017-0139,1,2017-11-19,2017,11,19,22:30:00,22,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,"ROCA, CNEL. AV.","ROCA, CNEL. AV. y ESCALADA AV.",8,-58.45064148,-34.68003614,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,15.0,Menos de 20,Domingo
2017-0140,1,2017-11-19,2017,11,19,23:22:17,23,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,SD,SD,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,24.0,Entre 21 y 40,Domingo
2017-0141,1,2017-11-23,2017,11,23,19:45:00,19,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,LA PLATA AV.,"LA PLATA AV. y GOYENA, PEDRO AV.",6,-58.42717783,-34.62513374,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,22.0,Entre 21 y 40,Jueves
2017-0143,1,2017-11-25,2017,11,25,21:45:00,21,TRELLES Y GRAL. CESAR DIAZ,CALLE,"TRELLES, MANUEL R.","TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",11,-58.46442001,-34.60724519,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,50.0,Entre 41 y 60,Sabado
2017-0144,1,2017-11-26,2017,11,26,6:45:00,6,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,AVENIDA,"ROCA, CNEL. AV.","ROCA, CNEL. AV. y PAZ, GRAL. AV.",8,-58.47064556,-34.69843756,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,50.0,Entre 41 y 60,Domingo
2017-0145,1,2017-11-26,2017,11,26,17:05:00,17,MAZA Y DON BOSCO,CALLE,MAZA,MAZA y DON BOSCO,5,-58.41677733,-34.61223119,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,58.0,Entre 41 y 60,Domingo
2017-0147,1,2017-11-28,2017,11,28,11:15:00,11,AV. GRAL. PAZ Y AV. EVA PERON,AVENIDA,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.50251790,-34.67450313,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,49.0,Entre 41 y 60,Martes
2017-0148,1,2017-11-29,2017,11,29,10:45:00,10,AV. SAN JUAN Y LA RIOJA,AVENIDA,SAN JUAN AV.,SAN JUAN AV. y LA RIOJA,3,-58.40708125,-34.62438894,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,82.0,Más de 80,Miercoles
2017-0149,1,2017-11-30,2017,11,30,12:20:00,12,AV. PASEO COLON Y MEXICO,AVENIDA,PASEO COLON AV.,PASEO COLON AV. y MEXICO,1,-58.36947198,-34.61477051,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,13.0,Menos de 20,Jueves
2017-0150,1,2017-04-12,2017,12,4,1:15:00,1,AV. RIVADAVIA Y MIRALLA,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y MIRALLA,9,-58.51140889,-34.63934531,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,56.0,Entre 41 y 60,Miercoles
2017-0151,1,2017-04-12,2017,12,4,2:15:00,2,VIEYTES Y LUJAN,CALLE,VIEYTES,VIEYTES y LUJAN,4,-58.37460912,-34.65559133,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,,,Miercoles
2017-0152,1,2017-06-12,2017,12,6,17:30:00,17,CACHI Y TRAFUL,CALLE,CACHI,CACHI y TRAFUL,4,-58.41146277,-34.65073916,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,19.0,Menos de 20,Lunes
2017-0153,2,2017-11-12,2017,12,11,2:00:00,2,ROSARIO Y AV. LA PLATA,AVENIDA,ROSARIO,ROSARIO y LA PLATA AV.,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,,,Domingo
2017-0153,2,2017-11-12,2017,12,11,2:00:00,2,ROSARIO Y AV. LA PLATA,AVENIDA,ROSARIO,ROSARIO y LA PLATA AV.,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30.0,Entre 21 y 40,Domingo
2017-0154,1,2017-11-12,2017,12,11,9:15:00,9,AV. ENTRE RIOS Y AV. CASEROS ,AVENIDA,ENTRE RIOS AV.,ENTRE RIOS AV. y CASEROS AV.,4,-58.39035581,-34.63412287,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,76.0,Entre 61 y 80,Domingo
2017-0155,1,2017-12-12,2017,12,12,21:25:41,21,AV. RIVADAVIA 6350,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 6350,7,-58.45593915,-34.62656868,SD-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,77.0,Entre 61 y 80,Martes
2017-0157,1,2017-12-17,2017,12,17,9:02:00,9,AV. GRAL. PAZ Y HUMAITA,AVENIDA,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y HUMAITA",9,-58.52866211,-34.64597065,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,53.0,Entre 41 y 60,Domingo
2017-0158,1,2017-12-18,2017,12,18,21:30:00,21,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,AVENIDA,GUALEGUAYCHU,"GUALEGUAYCHU y PAZ, GRAL. AV.",11,-58.52037476,-34.59407024,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,32.0,Entre 21 y 40,Lunes
2017-0159,1,2017-12-20,2017,12,20,4:31:27,4,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,27.0,Entre 21 y 40,Miercoles
2017-0160,1,2017-12-22,2017,12,22,13:15:00,13,AV. NAZCA 365,AVENIDA,NAZCA AV.,NAZCA AV. 365,7,-58.47074114,-34.62771756,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,30.0,Entre 21 y 40,Viernes
2017-0161,1,2017-12-26,2017,12,26,15:30:00,15,AV. EVA PERON 5249,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. 5249",9,-58.48200819,-34.65969965,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,30.0,Entre 21 y 40,Martes
2018-0001,1,2018-01-01,2018,1,1,22:50:00,22,San Juan Av. Y Rincón,AVENIDA,SAN JUAN AV.,SAN JUAN AV. y RINCON,3,-58.39536773,-34.62297346,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,83.0,Más de 80,Lunes
2018-0002,1,2018-03-01,2018,1,3,16:40:00,16,Peru 937,CALLE,PERU,PERU 937,1,-58.37456088,-34.61895467,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,FEMENINO,26.0,Entre 21 y 40,Jueves
2018-0003,1,2018-05-01,2018,1,5,10:12:00,10,"Pueyrredon, Honorio, Dr. Av. y Galicia",AVENIDA,"PUEYRREDON, HONORIO, DR. AV.","PUEYRREDON, HONORIO, DR. AV. y GALICIA",15,-58.44860217,-34.60395657,MULTIPLE,PEATON,MULTIPLE,PEATON,FEMENINO,58.0,Entre 41 y 60,Martes
2018-0004,1,2018-09-01,2018,1,9,09:40:00,9,Del Libertador Av. y Manzanares,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y MANZANARES,13,-58.46129513,-34.54332766,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,39.0,Entre 21 y 40,Sabado
2018-0005,1,2018-09-01,2018,1,9,22:30:00,22,Paseo Colon Av. 1019,AVENIDA,PASEO COLON AV.,PASEO COLON AV. 1019,1,-58.36907201,-34.61953517,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,54.0,Entre 41 y 60,Sabado
2018-0006,1,2018-10-01,2018,1,10,21:15:00,21,Valle y Barco Centenera Del,CALLE,VALLE,VALLE y BARCO CENTENERA DEL,6,-58.44062219,-34.62499107,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,FEMENINO,45.0,Entre 41 y 60,Lunes
2018-0007,1,2018-11-01,2018,1,11,02:30:00,2,AU Perito Moreno  KM 0.6,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO KM. 0.6,9,-58.52502765,-34.63601265,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,46.0,Entre 41 y 60,Jueves
2018-0008,1,2018-12-01,2018,1,12,17:50:00,17,"Huergo, Ing. Av. e Independencia Av.",AVENIDA,"HUERGO, ING. AV.","HUERGO, ING. AV. e INDEPENDENCIA AV.",1,-58.36659655,-34.61687778,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,32.0,Entre 21 y 40,Sabado
2018-0009,1,2018-01-14,2018,1,14,2:00:00,2,"Pilcomayo y Brown, Alte. Av.",AVENIDA,PILCOMAYO,"PILCOMAYO y BROWN, ALTE. AV.",4,-58.36737389,-34.62763661,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,19.0,Menos de 20,Domingo
2018-0010,1,2018-01-18,2018,1,18,5:10:00,5,"Cervantes y Belaustegui, Luis, Dr.",CALLE,CERVANTES,"CERVANTES y BELAUSTEGUI, LUIS, DR.",10,-58.49807953,-34.63038658,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,40.0,Entre 41 y 60,Jueves
2018-0011,1,2018-01-19,2018,1,19,10:30:00,10,Callao y Vte. Lopez,AVENIDA,CALLAO AV.,"CALLAO AV. y LOPEZ, VICENTE",2,-58.39092703,-34.59088447,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,84.0,Más de 80,Viernes
2018-0012,1,2018-01-26,2018,1,26,13:30:00,13,"Oliden y Chilavert, Martiniano, Coronel",CALLE,OLIDEN,"OLIDEN y CHILAVERT, MARTINIANO, CORONEL",8,-58.46912006,-34.68049201,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,20.0,Entre 21 y 40,Viernes
2018-0013,1,2018-01-28,2018,1,28,08:15:00,8,Congreso Av. y Galvan,AVENIDA,CONGRESO AV.,CONGRESO AV. y GALVAN,12,-58.48661286,-34.56786129,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,44.0,Entre 41 y 60,Domingo
2018-0014,1,2018-01-31,2018,1,31,20:00:00,20,"Moreno, Perito Av. y Rivera Indarte",AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. y RIVERA INDARTE AV.",7,-58.44074927,-34.65080597,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,,,Miercoles
2018-0015,2,2018-06-02,2018,2,6,01:00:00,1,Australia Av. 2800,AVENIDA,AUSTRALIA AV.,AUSTRALIA AV. 2800,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,28.0,Entre 21 y 40,Sabado
2018-0015,2,2018-06-02,2018,2,6,01:00:00,1,Australia Av. 2800,AVENIDA,AUSTRALIA AV.,AUSTRALIA AV. 2800,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,19.0,Menos de 20,Sabado
2018-0016,1,2018-02-15,2018,2,15,10:15:00,10,"Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.",AVENIDA,DEL LIBERTADOR AV.,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,31.0,Entre 21 y 40,Jueves
2018-0017,1,2018-02-17,2018,2,17,04:15:00,4,San Pedrito Av. y Rivadavia Av.,AVENIDA,SAN PEDRITO AV.,SAN PEDRITO AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,35.0,Entre 21 y 40,Sabado
2018-0018,1,2018-02-17,2018,2,17,07:15:00,7,"Isabel La Catolica y Salvadores, Cnel.",CALLE,ISABEL LA CATOLICA,"ISABEL LA CATOLICA y SALVADORES, CNEL.",4,-58.37207554,-34.64543658,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,26.0,Entre 21 y 40,Sabado
2018-0019,1,2018-02-17,2018,2,17,12:30:00,12,Las Heras General Av. y Callao Av.,AVENIDA,LAS HERAS GENERAL AV.,LAS HERAS GENERAL AV. y CALLAO AV.,2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,80.0,Más de 80,Sabado
2018-0020,1,2018-02-19,2018,2,19,22:00:00,22,Fernandez de la Cruz Subida AU Héctor J. Cámpora,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",8,-58.45012957,-34.66518343,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,26.0,Entre 21 y 40,Lunes
2018-0021,1,2018-02-22,2018,2,22,10:45:00,10,AMANCIO ALCORTA Y ZAVALETA,AVENIDA,"ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,62.0,Entre 61 y 80,Jueves
2018-0022,1,2018-02-24,2018,2,24,00:00:00,0,"Montes De Oca, Manuel y Olavarria",AVENIDA,"MONTES DE OCA, MANUEL AV.","MONTES DE OCA, MANUEL AV. y OLAVARRIA",4,-58.37441153,-34.63966783,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,28.0,Entre 21 y 40,Sabado
2018-0023,1,2018-02-24,2018,2,24,06:00:00,6,Barco Centenera Del y Rosario,CALLE,BARCO CENTENERA DEL,BARCO CENTENERA DEL y ROSARIO,6,-58.44110156,-34.62082399,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,28.0,Entre 21 y 40,Sabado
2018-0024,1,2018-02-28,2018,2,28,23:00:00,23,Alvarez Thomas Av. y Donado,AVENIDA,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV. y DONADO,15,-58.47087351,-34.57827342,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,70.0,Entre 61 y 80,Miercoles
2018-0025,1,2018-04-03,2018,3,4,22:30:00,22,Av. Avellaneda y Av. Boyacá,AVENIDA,AVELLANEDA AV.,AVELLANEDA AV. y BOYACA AV.,7,-58.45962210,-34.62245140,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,70.0,Entre 61 y 80,Martes
2018-0026,2,2018-09-03,2018,3,9,04:45:00,4,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,CONDUCTOR,MASCULINO,24.0,Entre 21 y 40,Lunes
2018-0026,2,2018-09-03,2018,3,9,04:45:00,4,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,30.0,Entre 21 y 40,Lunes
2018-0027,1,2018-11-03,2018,3,11,23:00:00,23,Castro y Rondeau,CALLE,CASTRO,CASTRO y RONDEAU,5,-58.41911301,-34.63722107,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,74.0,Entre 61 y 80,Sabado
2018-0028,1,2018-03-13,2018,3,13,15:45:00,15,"Bilbao, Francisco Av. y Azul",AVENIDA,"BILBAO, FRANCISCO AV.","BILBAO, FRANCISCO AV. y AZUL",9,-58.47120586,-34.64251042,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,71.0,Entre 61 y 80,Martes
