Id,Num_Victimas,Fecha,Año,Mes,Dia,Hora_Exacta,Hora,Lugar_del_hecho,Tipo_calle,Calle,Direccion,Comuna,pos x,pos y,Participantes,Victima,Acusado,Rol,Sexo,Edad,Rango_etario,Dia_nombre
2016-0096,1,2016-07-25,2016,7,25,7:00:00,7,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. KM. 2,3",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,-58.47433193007387,-34.66684950051973,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,,,Lunes
2016-0097,1,2016-07-26,2016,7,26,18:45:00,18,SOLIS Y MEXICO,CALLE,SOLIS,SOLIS y MEXICO,1,-58.39038605,-34.61562810,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,80.0,Más de 80,Martes
2016-0098,1,2016-07-27,2016,7,27,16:08:00,16,AV SAN JUAN Y ALBERTI,AVENIDA,SAN JUAN AV.,SAN JUAN AV. y ALBERTI,3,-58.40042405,-34.62356174,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,43.0,Entre 41 y 60,Miercoles
2016-0099,1,2016-07-29,2016,7,29,16:00:00,16,AV GRAL MOSCONI Y AV GRAL PAZ,AVENIDA,MOSCONI GENERAL AV.,"MOSCONI GENERAL AV. y PAZ, GRAL. AV.",11,-58.52340614,-34.59798754,CARGAS-CARGAS,CARGAS,CARGAS,CONDUCTOR,MASCULINO,45.0,Entre 41 y 60,Viernes
2016-0100,1,2016-03-08,2016,8,3,23:27:00,23,AV GRAL PAZ  Y DONADO,AVENIDA,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y DONADO",12,-58.49491054,-34.54795581,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,57.0,Entre 41 y 60,Martes
2016-0101,1,2016-07-08,2016,8,7,19:42:00,19,AV GRAL PAZ Y JORGE CHAVEZ,AVENIDA,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y CHAVEZ, JORGE",9,-58.52932872,-34.65014993,SD-SD,MOTO,AUTO,CONDUCTOR,MASCULINO,67.0,Entre 61 y 80,Viernes
2016-0102,1,2016-10-08,2016,8,10,23:37:00,23,AV EVA PERON Y JOSE LEON SUAREZ,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. y SUAREZ, JOSE LEON",9,-58.50011639,-34.67316502,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,29.0,Entre 21 y 40,Sabado
2016-0104,1,2016-08-14,2016,8,14,21:15:00,21,ZINNY Y AV SANTIAGO DE COMPOSTELA,AVENIDA,ZINNY,ZINNY y SANTIAGO DE COMPOSTELA AV.,9,-58.46635001,-34.65624369,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,21.0,Entre 21 y 40,Domingo
2016-0105,1,2016-08-17,2016,8,17,0:05:00,0,AV FEDERICO LACROZE Y FRAGA,AVENIDA,"LACROZE, FEDERICO AV.","LACROZE, FEDERICO AV. y FRAGA",15,-58.45343236,-34.58435809,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,19.0,Menos de 20,Miercoles
2016-0106,1,2016-08-19,2016,8,19,21:02:00,21,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,"PELLEGRINI, CARLOS","PELLEGRINI, CARLOS y DEL LIBERTADOR AV.",1,-58.38090932,-34.58927731,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,38.0,Entre 21 y 40,Viernes
2016-0107,1,2016-08-20,2016,8,20,8:22:00,8,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,-58.37157668,-34.65429986,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21.0,Entre 21 y 40,Sabado
2016-0109,1,2016-08-24,2016,8,24,5:45:00,5,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO y BARRAGAN,9,-58.52280139,-34.63659934,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,FEMENINO,53.0,Entre 41 y 60,Miercoles
2016-0110,1,2016-08-24,2016,8,24,20:21:00,20,AV ALBERDI Y CARHUE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-58.51232237,-34.65903530,PEATON-SD,PEATON,AUTO,PEATON,MASCULINO,57.0,Entre 41 y 60,Miercoles
2016-0111,1,2016-08-25,2016,8,25,9:30:00,9,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,LUGONES,LUGONES y LA PAMPA,15,-58.47461905,-34.57663634,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,27.0,Entre 21 y 40,Jueves
2016-0112,1,2016-08-27,2016,8,27,4:40:00,4,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.38268809,-34.62282019,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,24.0,Entre 21 y 40,Sabado
2016-0113,1,2016-08-27,2016,8,27,16:45:00,16,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,-58.49603546,-34.64564271,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,60.0,Entre 61 y 80,Sabado
2016-0114,1,2016-08-31,2016,8,31,11:20:00,11,SALGUERO 1410,CALLE,"SALGUERO, JERONIMO","SALGUERO, JERONIMO 1410",14,-58.41848605,-34.59394733,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,FEMENINO,55.0,Entre 41 y 60,Miercoles
2016-0115,1,2016-02-09,2016,9,2,11:50:00,11,ARIAS Y TRONADOR,CALLE,ARIAS,ARIAS y TRONADOR,12,-58.48935041,-34.54917673,SD-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,,,Martes
2016-0116,1,2016-02-09,2016,9,2,20:20:00,20,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,30.0,Entre 21 y 40,Martes
2016-0117,1,2016-03-09,2016,9,3,15:30:00,15,AV DEL LIBERTADOR Y TAGLE,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y TAGLE,14,-58.39936478,-34.58271474,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,43.0,Entre 41 y 60,Miercoles
2016-0118,1,2016-04-09,2016,9,4,3:30:00,3,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9,1,-58.37936704,-34.62694503,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,27.0,Entre 21 y 40,Sabado
2016-0119,1,2016-04-09,2016,9,4,6:40:00,6,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,"LARRALDE, CRISOLOGO AV.","LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.",12,-58.49659234,-34.56353635,SD-SD,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,,,Sabado
2016-0122,1,2016-09-13,2016,9,13,7:10:00,7,AV EVA PERON 4233,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. 4233",9,-58.47256391,-34.65194557,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,49.0,Entre 41 y 60,Martes
2016-0123,1,2016-09-14,2016,9,14,9:00:00,9,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,ASAMBLEA AV.,"ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-58.45130953,-34.64053676,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,FEMENINO,58.0,Entre 41 y 60,Miercoles
2016-0124,1,2016-09-16,2016,9,16,15:24:00,15,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y RIVERA INDARTE AV.,7,-58.46271207,-34.62884871,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,67.0,Entre 61 y 80,Viernes
2016-0125,1,2016-09-17,2016,9,17,12:14:00,12,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,AUTOPISTA PERITO MORENO,"AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.",10,-58.49020869,-34.64243791,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,30.0,Entre 21 y 40,Sabado
2016-0126,2,2016-09-18,2016,9,18,22:45:00,22,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,IRIGOYEN y TINOGASTA,10,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,37.0,Entre 21 y 40,Domingo
2016-0126,2,2016-09-18,2016,9,18,22:45:00,22,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,IRIGOYEN y TINOGASTA,10,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,60.0,Entre 61 y 80,Domingo
2016-0127,1,2016-09-24,2016,9,24,10:25:00,10,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,"ACOSTA, MARIANO","ACOSTA, MARIANO y ROCA, CNEL. AV.",8,-58.44094791,-34.66677111,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,50.0,Entre 41 y 60,Sabado
2016-0128,1,2016-02-10,2016,10,2,11:30:00,11,CASTRO Y AV PAVON,AVENIDA,CASTRO,CASTRO y PAVON AV.,5,-58.41914024,-34.63053890,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,81.0,Más de 80,Miercoles
2016-0130,1,2016-04-10,2016,10,4,12:30:00,12,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910942,-34.62764717,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,29.0,Entre 21 y 40,Domingo
2016-0131,1,2016-09-10,2016,10,9,19:13:00,19,MIRAVE 3500,CALLE,MIRAVE,MIRAVE 3500,4,-58.39871183,-34.64539318,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,35.0,Entre 21 y 40,Sabado
2016-0132,1,2016-10-10,2016,10,10,2:30:00,2,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,SAN JUAN AV.,SAN JUAN AV. y 24 DE NOVIEMBRE,3,-58.41036975,-34.62477021,AUTO-PASAJEROS,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,30.0,Entre 21 y 40,Lunes
2016-0133,1,2016-10-14,2016,10,14,0:05:00,0,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,LAS HERAS GENERAL AV.,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,14,-58.40204698,-34.58342690,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,41.0,Entre 41 y 60,Viernes
2016-0134,1,2016-10-23,2016,10,23,5:00:00,5,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,PIEDRA BUENA AV.,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,8,-58.48935287,-34.67648597,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,25.0,Entre 21 y 40,Domingo
2016-0135,1,2016-10-24,2016,10,24,5:00:00,5,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",14,-58.42260225,-34.56403694,PEATON-SD,PEATON,AUTO,PEATON,MASCULINO,29.0,Entre 21 y 40,Lunes
2016-0136,1,2016-10-25,2016,10,25,0:00:00,0,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,AUTOPISTA BUENOS AIRES - LA PLATA,4,SD,SD,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,,,Martes
2016-0137,1,2016-10-25,2016,10,25,0:39:00,0,AV SAN MARTIN Y LADINES,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y LADINES,11,-58.51537091,-34.59035925,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,30.0,Entre 21 y 40,Martes
2016-0138,1,2016-10-27,2016,10,27,20:30:00,20,AV CABILDO Y BLANCO ENCALADA,AVENIDA,CABILDO AV.,CABILDO AV. y BLANCO ENCALADA,13,-58.45909670,-34.55922742,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,FEMENINO,33.0,Entre 21 y 40,Jueves
2016-0139,1,2016-10-28,2016,10,28,23:00:00,23,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",14,-58.42008769,-34.56539579,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,FEMENINO,35.0,Entre 21 y 40,Viernes
2016-0140,1,2016-10-31,2016,10,31,2:58:00,2,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,JURAMENTO AV.,JURAMENTO AV. y VUELTA DE OBLIGADO,13,-58.45566399,-34.56147293,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,20.0,Entre 21 y 40,Lunes
2016-0142,1,2016-05-11,2016,11,5,23:30:00,23,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,DEL LIBERTADOR AV.,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,46.0,Entre 41 y 60,Miercoles
2016-0143,1,2016-06-11,2016,11,6,4:41:00,4,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-SD,MOTO,AUTO,CONDUCTOR,MASCULINO,35.0,Entre 21 y 40,Sabado
2016-0144,1,2016-07-11,2016,11,7,12:10:00,12,AV. ALTE. BROWN 984,AVENIDA,"BROWN, ALTE. AV.","BROWN, ALTE. AV. 984",4,-58.35975012,-34.63343907,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,83.0,Más de 80,Lunes
2016-0145,1,2016-07-11,2016,11,7,20:56:00,20,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y LA PAMPA,13,-58.44523595,-34.55953855,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,39.0,Entre 21 y 40,Lunes
2016-0146,1,2016-09-11,2016,11,9,20:00:00,20,PICHINCHA Y AV BRASIL,AVENIDA,PICHINCHA AV.,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,29.0,Entre 21 y 40,Domingo
2016-0147,1,2016-11-16,2016,11,16,21:15:00,21,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOVIL-PASAJEROS,MOVIL,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,55.0,Entre 41 y 60,Miercoles
2016-0148,1,2016-11-16,2016,11,16,22:20:00,22,AV GARMENDIA 4895,AVENIDA,GARMENDIA AV.,GARMENDIA AV. 4895,15,-58.46536113,-34.59484504,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,,,Miercoles
2016-0150,1,2016-11-18,2016,11,18,18:20:00,18,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,"ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV. y TABORDA, DIOGENES",4,-58.40879146,-34.65273216,CARGAS-CARGAS,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,41.0,Entre 41 y 60,Viernes
2016-0152,1,2016-11-23,2016,11,23,21:10:00,21,AV PERITO MORENO Y ZUVIRIA,AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. y ZUVIRIA",7,-58.46451841,-34.64991946,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,42.0,Entre 41 y 60,Miercoles
2016-0153,1,2016-11-25,2016,11,25,15:42:00,15,ARAOZ Y AV CORDOBA,AVENIDA,ARAOZ,ARAOZ y CORDOBA AV.,15,-58.42917090,-34.59485488,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,83.0,Más de 80,Viernes
2016-0154,1,2016-11-26,2016,11,26,14:14:00,14,AV GRAL PAZ 15200,AVENIDA,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 15200",8,-58.49007772,-34.68251141,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,38.0,Entre 21 y 40,Sabado
2016-0155,1,2016-11-26,2016,11,26,16:50:00,16,MADERO 900,CALLE,MADERO,MADERO 900,10,-58.52756365,-34.62772274,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,29.0,Entre 21 y 40,Sabado
2016-0156,1,2016-11-26,2016,11,26,19:40:00,19,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,INDEPENDENCIA AV.,INDEPENDENCIA AV. y DEAN FUNES,3,-58.40638983,-34.61943202,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,23.0,Entre 21 y 40,Sabado
2016-0157,1,2016-03-12,2016,12,3,6:40:00,6,AV JUAN B JUSTO 5645,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. 5645",11,-58.47576807,-34.61740997,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,23.0,Entre 21 y 40,Sabado
2016-0159,1,2016-04-12,2016,12,4,7:21:00,7,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,AUTO-SD,AUTO,AUTO,CONDUCTOR,MASCULINO,23.0,Entre 21 y 40,Martes
2016-0160,1,2016-06-12,2016,12,6,5:30:00,5,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO (ALTURA VELEZ SARSFIELD),9,-58.51927194,-34.63635787,CARGAS-OBJETO FIJO,CARGAS,OBJETO FIJO,CONDUCTOR,MASCULINO,29.0,Entre 21 y 40,Domingo
2016-0161,1,2016-06-12,2016,12,6,7:22:00,7,AV SANTA FE Y GODOY CRUZ,AVENIDA,SANTA FE AV.,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,50.0,Entre 41 y 60,Domingo
2016-0162,1,2016-07-12,2016,12,7,5:00:00,5,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,"LACROZE, FEDERICO AV.","LACROZE, FEDERICO AV. y FOREST AV.",15,-58.45396573,-34.58518167,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,38.0,Entre 21 y 40,Martes
2016-0163,1,2016-10-12,2016,12,10,7:30:00,7,AV GRAL PAZ Y AV GENERAL MOSCONI,AVENIDA,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23.0,Entre 21 y 40,Miercoles
2016-0164,1,2016-11-12,2016,12,11,6:16:00,6,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,-58.42323628,-34.64119105,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,29.0,Entre 21 y 40,Sabado
2016-0165,1,2016-12-12,2016,12,12,8:25:00,8,AV MARTIN GARCIA 300,AVENIDA,"GARCIA, MARTIN AV.","GARCIA, MARTIN AV. 300",4,-58.36926144,-34.62841919,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,37.0,Entre 21 y 40,Lunes
2016-0168,1,2016-12-13,2016,12,13,10:40:00,10,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,-58.42323628,-34.64119105,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,43.0,Entre 41 y 60,Martes
2016-0169,1,2016-12-15,2016,12,15,15:30:00,15,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,NU?EZ,"NUÃ‘EZ y BALBIN, RICARDO, DR. AV.",12,-58.47935434,-34.55676497,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,24.0,Entre 21 y 40,Jueves
2016-0170,1,2016-12-19,2016,12,19,17:10:00,17,AV GRAL PAZ 4500,AVENIDA,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 4500",12,-58.50598256,-34.56379980,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,21.0,Entre 21 y 40,Lunes
2016-0171,1,2016-12-25,2016,12,25,19:00:00,19,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,"HUERGO, ING. AV.","HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO",1,-58.36607137,-34.62150748,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,,,Domingo
2016-0172,1,2016-12-26,2016,12,26,8:00:00,8,AV GARAY Y CASTRO,AVENIDA,"GARAY, JUAN DE AV.","GARAY, JUAN DE AV. y CASTRO",5,-58.41918902,-34.63174259,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,38.0,Entre 21 y 40,Lunes
2016-0173,1,2016-12-26,2016,12,26,19:52:00,19,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,DIRECTORIO AV.,DIRECTORIO AV. y SAN PEDRITO AV.,7,-58.46749188,-34.63551751,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35.0,Entre 21 y 40,Lunes
2016-0174,1,2016-12-27,2016,12,27,0:00:00,0,AUTOPISTA 25 DE MAYO,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO,1,SD,SD,SD-SD,MOTO,AUTO,CONDUCTOR,MASCULINO,,,Martes
2016-0175,1,2016-12-27,2016,12,27,8:15:00,8,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,"FALCON, RAMON L.,CNEL.","FALCON, RAMON L.,CNEL. y MEMBRILLAR",7,-58.46064174,-34.62960517,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,FEMENINO,,,Martes
2016-0176,1,2016-12-28,2016,12,28,1:41:00,1,AV BELGRANO Y AV PASEO COLON,AVENIDA,BELGRANO AV.,BELGRANO AV. y PASEO COLON AV.,1,-58.36956186,-34.61232875,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,28.0,Entre 21 y 40,Miercoles
2016-0177,1,2016-12-29,2016,12,29,4:00:00,4,ARENALES 3319,CALLE,ARENALES,ARENALES 3319,14,-58.40966671,-34.58788235,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,27.0,Entre 21 y 40,Jueves
2016-0178,1,2016-12-30,2016,12,30,16:18:00,16,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA,3,-58.40288226,-34.61544091,MULTIPLE,PEATON,MULTIPLE,PEATON,FEMENINO,7.0,Menos de 20,Viernes
2017-0001,1,2017-02-01,2017,1,2,1:00:00,1,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y ACHUPALLAS",11,-58.46594230,-34.61028571,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,18.0,Menos de 20,Miercoles
2017-0003,1,2017-05-01,2017,1,5,3:10:00,3,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,OLAVARRIA,OLAVARRIA y VELEZ SARSFIELD AV.,4,-58.38957669,-34.64410277,CARGAS-CARGAS,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,33.0,Entre 21 y 40,Lunes
2017-0007,1,2017-11-01,2017,1,11,17:00:00,17,LIMA Y MEXICO,CALLE,LIMA,LIMA y MEXICO,1,-58.38161660,-34.61529543,MULTIPLE,PEATON,MULTIPLE,PEATON,MASCULINO,48.0,Entre 41 y 60,Miercoles
2017-0008,1,2017-01-16,2017,1,16,0:40:00,0,JOSE A CABRERA Y BONPLAND,CALLE,"CABRERA, JOSE A.","CABRERA, JOSE A. y BONPLAND",14,-58.43917004,-34.58494351,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,29.0,Entre 21 y 40,Lunes
2017-0009,1,2017-01-16,2017,1,16,13:56:00,13,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,36.0,Entre 21 y 40,Lunes
2017-0010,1,2017-01-16,2017,1,16,16:30:00,16,AV. DIRECTORIO Y RIGLOS,AVENIDA,DIRECTORIO AV.,DIRECTORIO AV. y RIGLOS,6,-58.43564880,-34.62828656,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23.0,Entre 21 y 40,Lunes
2017-0011,1,2017-01-22,2017,1,22,2:30:00,2,AV. GRAL. PAZ Y AV. R. BALBIN,AVENIDA,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,29.0,Entre 21 y 40,Domingo
